listing_id,price(dollars),nbhood_borough,nbhood_zone,host_name,last_review,description,room_type
33913702,75.0,Brooklyn, Bedford-Stuyvesant,Amy,2019-06-19,Artsy apt in the heart of Brooklyn -- Near all!,entire home/apt
33914381,45.0,Manhattan, Washington Heights,Judi,2019-06-23,Sunny and Cozy in Upper Manhattan,private room
33914432,68.0,Brooklyn, Bushwick,Mihail,2019-07-02,"Large, Peaceful Private Room in Bushwick",private room
33914554,135.0,Staten Island, Todt Hill,Mohsin,2019-06-23,3 Bedroom Full house - 15mins to NYC/Ferry,entire home/apt
33915820,103.0,Manhattan, Harlem,Ryan,2019-07-07,Manhattan Ave Apartment 2 stops from Times Square,private room
33915843,85.0,Manhattan, Hell's Kitchen,Erik,2019-07-04,Beautiful duplex apartment by Times Square,shared room
33916529,200.0,Manhattan, East Harlem,Ana,2019-05-22,Entire Studio Apartment Over Looking Central Park,entire home/apt
33917759,95.0,Manhattan, Harlem,Makis,2019-07-03,Central Park North Max-Room,private room
33923209,90.0,Queens, Sunnyside,Cheryl,2019-06-30,"Queens SPACIOUS Bedroom, 1���3 people, 25 min to NYC",private room
33925600,60.0,Brooklyn, Borough Park,Nikolett,2019-06-23,"Nice room in Brooklyn, Safe area 30m to D,N/Town",private room
33926057,24.0,Queens, Corona,Jess & Ana,2019-05-04,ONLY WOMEN/CAMAS PARA MUJER/HABITACI?�N COMPARTIDA,shared room
33926074,45.0,Brooklyn, Crown Heights,Constance,2019-06-29,Cozy Artist's Haven Brooklyn Apartment,private room
33927253,44.0,Manhattan, Upper West Side,Peter,2019-05-15,Private Room@Columbia University neighborhood,private room
33927923,120.0,Brooklyn, Flatbush,Maarouf,2019-05-08,"Spacious, Sunny, and quiet sanctuary in FlatbushBK",entire home/apt
33928971,450.0,Manhattan, West Village,Michael,2019-06-28,Large 1BR apt. in luxury West Village building.,entire home/apt
33929577,24.0,Queens, Corona,Jess & Ana,2019-05-12,"Couch(sof?�cama), only women, near LGA & Manhattan",shared room
33930406,98.0,Manhattan, Hell's Kitchen,Maggie,2019-05-14,Absolutely Beautiful!,private room
33931985,195.0,Brooklyn, Williamsburg,Mah,2019-05-06,"New, Adorable Williamsburg One-Bedroom",entire home/apt
33932433,62.0,Brooklyn, Bushwick,Jason,2019-07-02,"Room w/Loft & Private Bathroom, Private Entrance",private room
33932573,34.0,Queens, Ridgewood,Yuval,2019-06-08,Modern Private BR in Ridgewood Woodbine,private room
33933477,75.0,Bronx, Clason Point,Gil,2019-07-06,Comfortable!  2 Bed Rm Apt. in House~20 min to NYC,entire home/apt
33933527,95.0,Manhattan, Upper East Side,Shai,2019-05-15,Beautiful Private Room in Upper East Side #8,private room
33934534,25.0,Brooklyn, Crown Heights,Levi,2019-05-28,#1 Shared ROOM 4YOU for 6 guests,shared room
33935442,130.0,Manhattan, Chelsea,Michael,2019-06-23,Manhattan/�?���?§�§�/ time square���3���,private room
33937444,150.0,Manhattan, Nolita,Corinna,2019-06-10,NEW! Beautiful room in flat w/ rooftop in SOHO :),private room
33937844,220.0,Brooklyn, Crown Heights,Joel,2019-06-05,"Spacious, Light-Filled, Private Bklyn 2-Bedroom",entire home/apt
33937907,85.0,Queens, Long Island City,Antonio,2019-07-02,Antonio's place,private room
33938000,135.0,Manhattan, Lower East Side,Maria,2019-06-20,Super Spacious Room! Private bathroom! LES/Soho,private room
33940543,42.0,Brooklyn, East Flatbush,Mohammed,2019-07-01,211 east 34 stRoom 3,private room
33941416,75.0,Brooklyn, Williamsburg,Anthony,2019-06-29,Comfy Room in Williamsburg! Close to 3 subways!,private room
33941653,85.0,Manhattan, Harlem,Loretta,2019-05-15,The Eagle's Nest,private room
33941785,140.0,Manhattan, East Village,Gustav,2019-06-23,Beautiful studio apartment in a perfect location,entire home/apt
33942313,99.0,Manhattan, Harlem,M,2019-04-28,Private Bedroom Modern Fully Renovated Harlem Apt,private room
33942517,140.0,Brooklyn, Bedford-Stuyvesant,Em,2019-06-24,Cozy Three-Bedroom Apartment - Brooklyn,entire home/apt
33943045,250.0,Queens, Astoria,Anna,2019-06-26,Steps away from Manhattan!,entire home/apt
33943216,190.0,Manhattan, East Village,Karim,2019-06-10,"Entire 2BR Modern, Luxurious Apt in East Village",entire home/apt
33943482,175.0,Manhattan, Upper East Side,Shai,2019-05-04,Perfect 2 Bedrooms in Upper East Side #8,entire home/apt
33943754,65.0,Brooklyn, Bushwick,Mihail,2019-07-05,Private Room with Backyard Access!,private room
33943994,65.0,Brooklyn, Bushwick,Mihail,2019-06-16,Private & Cozy Room in Bushwick,private room
33944331,339.0,Manhattan, Midtown,Michael,2019-06-22,Gorgeous 2br apartment on Madison Ave,entire home/apt
33944634,700.0,Manhattan, East Village,Robert,2019-06-02,"Centrally Located 2 Bedroom, 1 Bath",entire home/apt
33944826,65.0,Manhattan, Washington Heights,Jose,2019-07-01,Bienvenidos a casa,private room
33945711,249.0,Brooklyn, Bushwick,David,2019-07-01,Brand New Luxury 2 Bed Condo in East Williamsburg!,entire home/apt
33947095,500.0,Manhattan, Upper West Side,Rachel,2019-05-09,Central Park West Private Room,private room
33951037,149.0,Manhattan, West Village,Jerick,2019-05-23,2BR Prime West Village location!,entire home/apt
33954390,79.0,Brooklyn, Bedford-Stuyvesant,Yulia,2019-06-16,Room with GARDEN,private room
33954574,225.0,Manhattan, Chelsea,Daniel,2019-05-30,Luxury High Rise with Private Balcony,entire home/apt
33955057,160.0,Manhattan, West Village,Sandra,2019-06-07,Splendid 1 bdrm in West Village NYC,entire home/apt
33956049,54.0,Brooklyn, East Flatbush,Brenda,2019-07-01,Comfortable Private Room with everything you need!,private room
33956883,53.0,Brooklyn, East Flatbush,Brenda,2019-07-06,Beautiful Cozy Private Room!,private room
33957038,90.0,Brooklyn, Williamsburg,Yeshe,2019-07-02,A Beautiful Williamsburg Apartment Available Today,private room
33957835,65.0,Queens, Jamaica Hills,Deborah,2019-07-07,RM#1-Blue room w/balcony 30 min NYC; all airports,private room
33959697,55.0,Manhattan, Washington Heights,Jeffrey,2019-04-19,Sun-drenched apartment in Washington Heights,private room
33960097,250.0,Brooklyn, Williamsburg,Shai,2019-07-01,1890 Townhouse Penthouse Centered S Williamsburg,entire home/apt
33960800,130.0,Manhattan, Harlem,Barbara,2019-06-15,Sunlight Large Studio in Heart of Harlem,entire home/apt
33961484,90.0,Manhattan, Greenwich Village,Namaya,2019-05-19,Gorgeous room near Washington Square,private room
33961801,40.0,Brooklyn, East Flatbush,Mohammed,2019-06-16,211 east 34 st Room 9,private room
33962313,40.0,Brooklyn, East Flatbush,Mohammed,2019-05-09,Room 4 ( 8 by 12),private room
33962986,40.0,Brooklyn, East Flatbush,Mohammed,2019-07-06,Room 2 ( 10 by 10),private room
33963079,80.0,Brooklyn, Crown Heights,Carena,2019-07-01,"Near Brooklyn Museum,  Barclays, Transit, & Banks",entire home/apt
33964014,69.0,Queens, Astoria,Radilena,2019-05-31,The Zen Home,private room
33964812,200.0,Manhattan, Financial District,Mickey,2019-07-02,Luxury FiDi Terrace Apt by Seaport & WTC,entire home/apt
33964954,110.0,Brooklyn, Williamsburg,Shanice,2019-06-16,Modern Duplex in Artsy Williamsburg,entire home/apt
33965415,54.0,Brooklyn, Flatbush,Brenda,2019-06-29,Spacious Bedroom near Prospect Park,private room
33965894,54.0,Brooklyn, Flatbush,Brenda,2019-07-05,Doesn't get better than this! Cozy Spacious Room,private room
33966122,50.0,Bronx, Edenwald,Eugenia,2019-07-07,"Relaxing, comfy, and stress-free apartment.",entire home/apt
33966308,49.0,Brooklyn, Bath Beach,Amy,2019-04-29,Lovely Brooklyn Bedroom,private room
33967503,60.0,Queens, Richmond Hill,Charvii,2019-06-19,Private room,private room
33968500,60.0,Queens, Ridgewood,Christina,2019-05-15,Comfy bedroom with natural light,private room
33968977,100.0,Brooklyn, DUMBO,Nathan,2019-04-29,HUGE Dumbo apartment with private rooftop!,entire home/apt
33969648,55.0,Manhattan, Harlem,Paul,2019-07-01,Comfortable and Cozy Home,private room
33970684,180.0,Brooklyn, Brownsville,George,2019-06-23,Its the Brooklyn way!,entire home/apt
33970850,350.0,Queens, Jamaica,Yolander,2019-06-09,SummerWintersGetaway- 8 mins from JFK,entire home/apt
33971163,66.0,Brooklyn, Williamsburg,Dan,2019-04-19,Williamsburg Home,private room
33971428,120.0,Brooklyn, Bushwick,Kira,2019-05-27,Sunny and spacious Bushwick haven,entire home/apt
33971836,69.0,Manhattan, Hell's Kitchen,Erik,2019-06-23,Cozy apartment In Manhattan,shared room
33971900,70.0,Queens, Forest Hills,Daniel,2019-07-02,Bright&staylish room 15min from LaGuardia&20minJFK,private room
33972459,350.0,Manhattan, Washington Heights,Saar,2019-06-10,Luxury New Private Duplex in Manhattan,entire home/apt
33972460,179.0,Manhattan, East Village,Richard,2019-05-19,Wow! Close to all of NYC in Lower East Side,entire home/apt
33973347,90.0,Manhattan, East Harlem,Petra,2019-06-23,Beautiful private bedroom in UES/East Harlem,private room
33974082,65.0,Queens, Astoria,Meela,2019-06-16,LARGE LUXURIOUS BEDROOM CLOSE TO MANHATTAN,private room
33974640,50.0,Queens, Astoria,Meela,2019-05-31,BEAUTIFUL PRIVATE ROOM CLOSE TO MANHATTAN,private room
33974777,45.0,Queens, Astoria,Meela,2019-06-11,SUNNY ROOM,private room
33975580,100.0,Queens, Jackson Heights,Sharon,2019-06-30,McDonald,private room
33975581,83.0,Manhattan, East Village,Kevin,2019-04-18,Alphabet City Room,private room
33980946,98.0,Manhattan, Harlem,Rafaelo,2019-06-21,Modern large 3Bedrm w Washer/Dryer Next to Subway,private room
33982630,250.0,Manhattan, West Village,Gaia&Pietro,2019-06-20,WEST VILLAGE Bohemian flat in neo-Tudor town house,entire home/apt
33984941,250.0,Manhattan, Chelsea,Laura,2019-06-26,Private studio next to Penn,entire home/apt
33986797,150.0,Queens, Richmond Hill,Naiomi,2019-04-25,Cozy room in Richmond hill,private room
33987509,120.0,Manhattan, Harlem,Yao & Rain,2019-04-23,Private & Cozy Room 1B near Columbia Univ,private room
33987847,120.0,Manhattan, Washington Heights,Jordan,2019-07-07,Gorgeous Rooftop Views / Seconds From Train,entire home/apt
33987887,49.0,Manhattan, Harlem,Patrola,2019-07-04,Clean Comfortable and Private.,private room
33988271,149.0,Brooklyn, Bushwick,Barbara,2019-06-23,"Cute, Convenient Bushwick 1-Bedroom (sleeps 6)",entire home/apt
33988643,68.0,Brooklyn, Crown Heights,Ollie,2019-05-20,"Cozy, Friendly Apt Share for Young Professionals",private room
33988756,75.0,Brooklyn, Williamsburg,Tamiris,2019-05-31,Single Bedroom with private roof top,private room
33989177,90.0,Brooklyn, Bedford-Stuyvesant,Raphael,2019-05-30,Large Private Room in Brownstone (4th fl),private room
33989681,150.0,Brooklyn, Boerum Hill,Sophie,2019-07-06,"Cozy, Quintessential Brooklyn Carriage House",entire home/apt
33989972,89.0,Brooklyn, East New York,Idemudia,2019-07-01,MONTAUK HEIGHTS,entire home/apt
33990380,228.0,Manhattan, Financial District,Sonder (NYC),2019-06-12,Sonder | Stock Exchange | Ideal 1BR + Kitchen,entire home/apt
33990485,256.0,Manhattan, Financial District,Sonder (NYC),2019-06-18,Sonder | Stock Exchange | Timeless 1BR + Kitchen,entire home/apt
33990639,188.0,Manhattan, Financial District,Sonder (NYC),2019-06-20,Sonder | Stock Exchange | Ideal 1BR + Laundry,entire home/apt
33990756,240.0,Manhattan, Financial District,Sonder (NYC),2019-06-19,Sonder | Stock Exchange | Ideal 1BR + Sofa Bed,entire home/apt
33991062,255.0,Manhattan, Financial District,Sonder (NYC),2019-06-08,Sonder | Stock Exchange | Superior 2BR + Kitchen,entire home/apt
33992212,199.0,Brooklyn, Prospect Heights,Shahzad,2019-06-22,2 Bedroom Sunny Apartment Near Prospect Park,entire home/apt
33992824,228.0,Manhattan, Financial District,Sonder (NYC),2019-06-16,Sonder | Stock Exchange | Superior 1BR + Laundry,entire home/apt
33993225,99.0,Manhattan, East Village,Alexandre,2019-06-13,Private small room in 3 bdr apt - East Village,private room
33993547,99.0,Manhattan, East Village,Alexandre,2019-06-13,Small Private Room  in 3 bdr apt - East Village,private room
33993628,150.0,Brooklyn, Bedford-Stuyvesant,Young,2019-05-12,Blogger's apartment (w/ a ring light!) in Brooklyn,entire home/apt
33994677,790.0,Manhattan, Kips Bay,David,2019-06-12,Elegant Villa in the Heart of Manhattan!,entire home/apt
33994694,161.0,Manhattan, Washington Heights,Devin T.,2019-06-22,"Manhattan 2BR W/ Garden, Laundry,  Near Subway",entire home/apt
33994896,123.0,Manhattan, Lower East Side,Maria,2019-07-05,Lower East side/Soho/Chinatown room fits 3 people,private room
33994927,299.0,Manhattan, Murray Hill,Drew,2019-07-02,"Stylish Large 2 Bedroom, Perfect Location",entire home/apt
33995462,49.0,Bronx, Belmont,Jorge,2019-06-03,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",shared room
33995466,125.0,Brooklyn, Williamsburg,Kimberly,2019-06-13,A Perfect Studio,entire home/apt
33995614,123.0,Manhattan, Lower East Side,Maria,2019-06-18,Lovely LES/SOHO/Chinatown room can fit 3 people!,private room
33995769,190.0,Manhattan, East Village,Felicia,2019-06-27,Entire studio First Floor Walk to all,entire home/apt
33996094,225.0,Queens, Ditmars Steinway,Paige,2019-07-06,Astoria Prime- 5 Min to LaGuardia/20 Min to NYC!,entire home/apt
33996358,50.0,Brooklyn, Bushwick,Maria,2019-05-30,Paper moon private room. Best Bushwick location!,private room
33996365,59.0,Manhattan, Gramercy,Jessie,2019-06-15,Queen Bedroom in Modern Manhattan Apartment,private room
33996948,250.0,Manhattan, Chelsea,Arya,2019-06-06,Lovely Hudson Yards Stonehouse near Penn Station,entire home/apt
33997927,65.0,Queens, Woodhaven,Miguelina,2019-06-23,Private Room in Queens NYC,private room
33998142,616.0,Manhattan, Financial District,Sonder (NYC),2019-06-12,Sonder | Wall Street | Superior 3BR + Rooftop,private room
33998269,408.0,Manhattan, Financial District,Sonder (NYC),2019-06-22,Sonder | Stock Exchange | Superior 2BR + Sofa Bed,entire home/apt
33998274,100.0,Manhattan, Chelsea,Benjamin,2019-07-01,Affordable Studio Close to All the Action,entire home/apt
33998291,264.0,Manhattan, Financial District,Sonder (NYC),2019-06-15,Sonder | Wall Street | Superior 1BR + Rooftop,private room
33999088,75.0,Brooklyn, Gowanus,Jean Paul,2019-04-21,KingSize Dream Room,private room
33999377,50.0,Queens, Astoria,Meela,2019-06-02,CLEAN & SPACIOUS ROOM  CLOSE TO MANHATTAN,private room
33999874,60.0,Queens, Long Island City,Meela,2019-05-12,BRIGHT ROOM CLOSE TO MIDTOWN MANHATTAN,private room
34000977,80.0,Brooklyn, Midwood,Kristi,2019-05-08,Ocean-themed Studio Minutes from the Beach!,entire home/apt
34002121,49.0,Queens, Bayside,Patricia,2019-06-28,Pat's place (shared female only).,private room
34010131,199.0,Queens, Ozone Park,Ashley,2019-06-28,Brand New & Beautiful. 1 min toTrain /15Min to JFK,entire home/apt
34013027,239.0,Manhattan, Chinatown,Roxanne,2019-06-15,Lower East/Little Italy 5BR Loft! Prime Downtown!,entire home/apt
34013205,118.0,Brooklyn, Greenpoint,Edyta,2019-05-27,cozy private studio in greenpoint..,entire home/apt
34013223,90.0,Manhattan, Harlem,Taio,2019-06-03,ARTIST ABODE CLOSE TO APOLLO AND SCHOMBURG CENTRE,private room
34013463,91.0,Brooklyn, Crown Heights,Lisa,2019-07-06,Beautiful Brooklyn Brownstone,entire home/apt
34014027,90.0,Brooklyn, Williamsburg,Dimitri,2019-05-23,Spacious Light-Filled Room in Williamsburg Loft,private room
34015258,69.0,Brooklyn, Bushwick,Jeanette,2019-06-26,E & J private stay.,private room
34016163,92.0,Bronx, Fordham,Mohammad,2019-07-05,PRIVATE HOUSE VERY CLOSE TO SUBWAY LINE,entire home/apt
34016570,59.0,Manhattan, Harlem,Michael,2019-05-10,== TRAVELHOLIC Rooms (Modern Decor / Clean) ==,private room
34016888,149.0,Manhattan, Hell's Kitchen,Sheryl,2019-06-01,3BR Times Square Loft ! Heart of City!,entire home/apt
34017043,396.0,Manhattan, Financial District,Sonder (NYC),2019-06-23,Sonder | Stock Exchange | Superior 2BR + Laundry,entire home/apt
34017119,215.0,Manhattan, Financial District,Sonder (NYC),2019-06-16,Sonder | Stock Exchange | Dreamy Studio + Kitchen,entire home/apt
34017965,99.0,Brooklyn, Gravesend,Nicholas,2019-07-07,BRIGHT SUNNY ONE BEDROOM APT WITH TERRACE,entire home/apt
34018291,100.0,Brooklyn, Williamsburg,Amy,2019-06-25,Laid Back Williamsburg Apartment,private room
34019440,180.0,Manhattan, Chelsea,Emma,2019-04-28,Beautiful&Clean 1 KING BDR apt in Chelsea LONGTERM,entire home/apt
34019712,68.0,Brooklyn, Crown Heights,Ollie,2019-06-18,"Homey, Friendly Apt Share Next To Subway",private room
34019889,169.0,Manhattan, East Village,Elise,2019-07-06,"East Village 1BR - Sleek, Modern, Urban Oasis!",entire home/apt
34019915,66.0,Brooklyn, Crown Heights,Ollie,2019-05-25,"Homey, Friendly Apt Share Next to Subway",private room
34020040,68.0,Brooklyn, Crown Heights,Ollie,2019-05-21,"Homey, Friendly Apt Share Next To Subway",private room
34020097,70.0,Brooklyn, Crown Heights,Vita,2019-06-18,Cozy Room in Classic Crown Heights,private room
34020964,40.0,Brooklyn, East New York,Vernon,2019-05-15,Newly Renovated Multimedia Studio,entire home/apt
34021170,90.0,Manhattan, Lower East Side,Laura,2019-06-27,HUGE Room. Lower East Side! Perfect location!,private room
34022109,90.0,Manhattan, Washington Heights,Jhunior,2019-06-30,Modern Studio in Washington Heights!,entire home/apt
34022186,99.0,Manhattan, Lower East Side,Leonard,2019-07-01,Beautiful Room in Chic Area!,private room
34022664,50.0,Brooklyn, East Flatbush,Parrish,2019-06-30,Couch surfing at the sanctuary,shared room
34022740,57.0,Brooklyn, Brownsville,Melissa,2019-06-23,Safari in Brooklyn!,private room
34023411,200.0,Brooklyn, Gravesend,Ella,2019-04-21,2 beautiful bedroom apt .with 2 main subway line,entire home/apt
34023619,130.0,Manhattan, Upper East Side,Andrew,2019-06-20,Entire Apartment With Space For Two,entire home/apt
34024785,119.0,Manhattan, Lower East Side,Leonard,2019-07-05,Beautiful Bright Private Room!,private room
34029489,500.0,Manhattan, Hell's Kitchen,Aleksey,2019-05-10,Private Bedroom in Amazing Location! Times Square!,private room
34029837,500.0,Manhattan, Hell's Kitchen,Aleksey,2019-05-11,Amazing Times Square Location! Private BR in Loft!,private room
34032088,125.0,Queens, Astoria,Shane,2019-06-30,Private room- Astoria Modern,private room
34032390,65.0,Brooklyn, East New York,John,2019-05-18,Crash pad #2,private room
34034553,150.0,Manhattan, Upper East Side,Irina,2019-05-06,Beautiful little apartment on the Upper East Side,entire home/apt
34035431,60.0,Brooklyn, Sheepshead Bay,Alena,2019-06-23,"Private Room by Emmons, beaches. B, Q trains.",private room
